,Review_text,Noun_Phrases
7520,"Everything is perfect except for the way One plus 6 reserves the space for the storage. After Android Pie upgrade, about 9 gb of storage occupied to store OS data. Later further app installation and update consumed 5 gb more. So I'm left with only 50 gb of effective data. Future android updates would even reduce more space, so serious space issue arises in this 64 gb version of this phone. I'd request One plus to see if this issue could be resolved in future updates by optimizing the system space reserve.","['Everything', 'the way', 'the space', 'the storage', 'Android Pie', 'about 9 gb', 'storage', 'OS data', 'app installation', 'update', 'I', 'only 50 gb', 'effective data', 'Future android updates', 'more space', 'so serious space issue', 'this 64 gb version', 'this phone', 'I', 'this issue', 'future updates', 'the system space reserve']"
7521,"Honestly,this is my third OnePlus phone. And it's awesome.
After 1 week of uses, the best anroid phone I have ever used.","['my third OnePlus phone', 'it', '1 week', 'uses', 'the best anroid phone', 'I']"
7522,Pls help with this I buy 1+ 6 midnight Black 8gb ram 128gb ROM I the package I opened that time bill is stick to the parcel and all ready damaged how can I get future warranty,"['I', '6 midnight', '128gb ROM', 'I', 'the package', 'I', 'that time bill', 'the parcel', 'I', 'future warranty']"
7523,Bug free,['Bug']
7524,"This mobile gets charged fast at 20 minutes in aeroplane mode 0 to 100 so the picture quality is good, sound is not so much I expected, and the battery life is bad, because of fast processor the battery drains fast so one who wants to buy this this is the right time for 32000 rs silk white is slippery and pearl finish is awesome so buy at this time or go for 6t at 42000 Thank you one plus and Amazon","['20 minutes', 'aeroplane mode', 'the picture quality', 'sound', 'I', 'the battery life', 'fast processor', 'who', 'the right time', 'silk white', 'pearl finish', 'this time', '6t', 'you', 'Amazon']"
7525,Best Android phone in this price range. Been busy using this for sometime now and working fine. I like the performance. I felt phone body is delicate as it is glass body.,"['Best Android phone', 'this price range', 'I', 'the performance', 'I', 'phone body', 'it', 'glass body']"
7526,"Best phone at this range.. loved the interface,  Camera quality, battery performance..","['Best phone', 'this range', 'the interface']"
7527,Awasome phone...,['Awasome phone']
7528,"Simply the best SD 845 performer phone out in the market till date.
Main highlight is its OXYGEN OS which is totally customised for amazing performance.","['Simply the best SD 845 performer phone', 'the market', 'date', 'Main highlight', 'its OXYGEN OS', 'amazing performance']"
7529,The best phone u can get currently at this price. Sold iPhone to buy this and do not regret it.,"['The best phone', 'u', 'this price', 'iPhone', 'it']"
7530,"Guys. This is the product to go for. At this price of festival season discount Rs. 27,000, this is the device to go for. I know, 6t is coming, but with no major upgrades. Go for this device and look for 5G device with upgraded features next year.","['Guys', 'the product', 'this price', 'festival season discount Rs', 'the device', 'I', '6t', 'no major upgrades', 'this device', '5G device', 'upgraded features']"
7531,It's the best phone I ever get,"['It', 'the best phone', 'I']"
7532,Best phone,['Best phone']
7533,"product is good,best ui based android Pie,fast charging very speed,good mobile,but price litiile bit high it's not flagship mobile but price flagship range ,no ip cirtified and no wireless charging,main thing is .no  earphones provided","['product', 'based android Pie', 'very speed', 'good mobile', 'it', 'flagship mobile but price flagship range', 'main thing', 'earphones']"
7534,Awesome ....,[]
7535,As expected by OnePlus...,['OnePlus']
7536,Got it for a total of 25k. Pretty dope deal!!,"['it', 'a total', '25k', 'Pretty dope']"
7537,Now this is the phone you should buy if you are looking for the speed> battery life> design> camera> reliability. In short best phone till date. Nothing more you can get in same price range. Screw iphone,"['the phone', 'you', 'you', 'the speed', 'battery life', 'design> camera> reliability', 'short best phone', 'date', 'Nothing', 'you', 'same price range', 'Screw iphone']"
7538,"Before this I have used Oneplus3 for 3 years..and Oneplus has never disappointed me for even one day...
New purchase Oneplus 6 is amazing.. Simply superb...I opted Oneplus 6 over 6T because I didnt find much changes in 6T n to pay another huge amount for it.. I exchanged it for my Oneplus3 n by putting additional SBI offer during Great Indian Sale, I got this phone in 20799 😀😀😀
Sound : clarity is perfect..over call n music too
Camera: Exceptional..loved it..
Battery : its usp of Oneplus..always amazing.
Look n feel : Sleek n sexy
Overall : a must buy","['I', 'Oneplus3', '3 years', 'Oneplus', 'me', 'even one day', 'New purchase Oneplus', 'I', 'Oneplus', '6T', 'I', 'much changes', '6T', 'another huge amount', 'it', 'I', 'it', 'my Oneplus3', 'additional SBI offer', 'Great Indian Sale', 'I', 'this phone', '😀😀😀', 'Sound', 'clarity', 'call', 'music', 'Camera', 'Exceptional', 'it', 'Battery', 'its usp', 'Oneplus']"
7539,Superb product only problem is battery but it charges super quick with dash charger so it's a worth of money,"['Superb product only problem', 'battery', 'it', 'dash charger', 'it', 'a worth', 'money']"
7540,Amazing smartphone at this price range super fast charging and a very stunning camera go for it and even face lock is so quick and i have shared a picture taken from my one plus so you will kno what kind of picture quality one plus gives,"['Amazing smartphone', 'this price range', 'super fast charging', 'a very stunning camera', 'it', 'lock', 'i', 'a picture', 'my one', 'you', 'what kind', 'picture quality']"
7541,Just great🤩,['Just great\U0001f929']
7542,One plus 6 is just awesome with an pie updated version with awesome features and picture quality,"['an pie updated version', 'awesome features', 'picture quality']"
7543,"This Phone sucks. Moto  G5 was better than this. Poor camera quality. Babba processor. The phone is bending. UI is not user-friendly. This phone cannot even handle apps like Facebook and Snapchat. Hangs when I open small games. Taking 4 hours to full charge and 3 hours to discharge. Poor signal reception. Poor face unlocks even opens for my photograph. HeadPhone jack sucks cannot understand music.
I expected more from one plus.","['This Phone', 'Moto  G5', 'Poor camera quality', 'Babba processor', 'The phone', 'UI', 'This phone', 'apps', 'Facebook', 'Snapchat', 'Hangs', 'I', 'small games', '4 hours', 'full charge', '3 hours', 'Poor signal reception', 'Poor face', 'my photograph', 'HeadPhone jack', 'music', 'I']"
7544,Utterly disappointed because of drop in price of the product by 5000 - just after few days of my purchase.,"['drop', 'price', 'the product', 'my purchase']"
7545,"Got this beast (128GB version) for 29k during the sale. I could have waited for 6T but didn't want to sacrifice my new headphones. Though I don't regret my decision. Flagship specs at such a price is a treat.
OS: Oxygen OS is buttery smooth. No bloatware s. Can't believe I missed such an experience all this time. Ample of RAM to provide you a lag-free experience.
Battery lasts through a day easily with heavy internet usage and moderate gaming.
Dash charging is the real deal. Goes from 0-30 in just 10mins.
Camera is brilliant. Not the best but you can take some stunning photos with proper settings in place.
Speakers are loud and clear. You won't face any problem with it.
Overall I am satisfied that I stuck to my decision for OP6.
Go for it !!! It won't disappoint.","['this beast', '128GB version', '29k', 'the sale', 'I', '6T', 'my new headphones', 'I', 'my decision', 'Flagship specs', 'such a price', 'a treat', 'OS', 'Oxygen OS', 'No bloatware', 's.', 'I', 'such an experience', 'Ample', 'RAM', 'you', 'a lag-free experience', 'Battery', 'a day', 'heavy internet usage', 'moderate gaming', 'Dash charging', 'the real deal', 'Camera', 'you', 'some stunning photos', 'proper settings', 'place', 'Speakers', 'You', 'any problem', 'it', 'I', 'I', 'my decision', 'OP6', 'it', 'It']"
7546,"Additional features made phone slow. If we are on WhatsApp call, phone gets hot and battery drainage occurs. Camera is good however close shots do not come clear. Speaker needs a little improvement otherwise it is ok, when I say improvement it means it is not that loud. Battery charging is good but if u use WhatsApp it goes down very quickly.  Phone is getting hot when u play games for more than 20 minutes and again battery drainage occurs.
Overall I don't see any improvement in the phone just coping function from other phone's and adding more apps made it sick. Not a good choice if u r gamer or Whatsapp addict.","['Additional features', 'phone', 'we', 'WhatsApp call', 'phone', 'hot and battery drainage', 'Camera', 'however close shots', 'Speaker', 'a little improvement', 'it', 'I', 'improvement', 'it', 'it', 'Battery charging', 'WhatsApp', 'it', 'Phone', 'more than 20 minutes', 'battery drainage', 'I', 'any improvement', 'the phone', 'function', 'other phone', 'more apps', 'it', 'Not a good choice']"
7547,I don't have any words to say.....it's simply mind blowing...I loved it...,"['I', 'any words', 'it', 'mind', 'I', 'it']"
7548,"Great phone at great price. Only drawback is the external speaker sound is lesser compared to one plus5 i assume it is coz this phone is waterproof!!!
Amazing battery backup..Great display and camera too.","['Great phone', 'great price', 'Only drawback', 'the external speaker sound', 'one plus5', 'i', 'it', 'this phone', 'Amazing battery backup', 'Great display', 'camera']"
7549,"Without wasting time
Pros
Snapdragon 845
Nearly stock android
2 years software updates +1 year security updates
Amoled display
Good picture quality
Good built quality
NFC eith tap and pay
Dual 4G
Cons
Display mode which is default looks oversaturated
No sd card (for hardcore users)
A bit of warmth if played games
Bad memory optimisation
Camera is average
The screen turns low brightness even while watching it","['time', 'Pros', 'Snapdragon', 'Nearly stock android', '2 years software updates', '1 year security updates', 'Amoled display', 'Good picture quality', 'Good built quality', 'NFC', 'tap and pay\nDual 4G\nCons\nDisplay mode', 'No sd card', 'hardcore users', 'A bit', 'warmth', 'games', 'Bad memory optimisation', 'Camera', 'The screen', 'low brightness', 'it']"
